Accession	GenBank_RefSeq	Organism_Name	Species	Genotype	Isolate	GenBank_Title	Length	Nuc_Completeness	Geo_Location	Country	Host	Tissue_Specimen_Source	Submitters	Publications	Collection_Date	Release_Date	Molecule_type
KU053861	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0574	Human papillomavirus type 16 isolate PAP0574, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053862	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0516	Human papillomavirus type 16 isolate PAP0516, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053863	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0819	Human papillomavirus type 16 isolate PAP0819, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053864	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0451	Human papillomavirus type 16 isolate PAP0451, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053865	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1706	Human papillomavirus type 16 isolate PAP1706, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053866	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0164	Human papillomavirus type 16 isolate PAP0164, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053867	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0978	Human papillomavirus type 16 isolate PAP0978, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053868	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1334	Human papillomavirus type 16 isolate PAP1334, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053869	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0689	Human papillomavirus type 16 isolate PAP0689, complete genome	7908	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053870	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1466	Human papillomavirus type 16 isolate PAP1466, complete genome	7971	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053871	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1181	Human papillomavirus type 16 isolate PAP1181, complete genome	7973	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053872	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0409	Human papillomavirus type 16 isolate PAP0409, complete genome	7909	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053873	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1376	Human papillomavirus type 16 isolate PAP1376, complete genome	7973	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053874	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1391	Human papillomavirus type 16 isolate PAP1391, complete genome	7972	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053875	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1501	Human papillomavirus type 16 isolate PAP1501, complete genome	7973	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053876	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0753	Human papillomavirus type 16 isolate PAP0753, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053877	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1730	Human papillomavirus type 16 isolate PAP1730, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053878	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1048	Human papillomavirus type 16 isolate PAP1048, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053879	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1583	Human papillomavirus type 16 isolate PAP1583, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053880	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1426	Human papillomavirus type 16 isolate PAP1426, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053881	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP2035	Human papillomavirus type 16 isolate PAP2035, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053882	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1015	Human papillomavirus type 16 isolate PAP1015, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053883	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0873	Human papillomavirus type 16 isolate PAP0873, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053884	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1924	Human papillomavirus type 16 isolate PAP1924, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053885	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1591	Human papillomavirus type 16 isolate PAP1591, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053886	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1441	Human papillomavirus type 16 isolate PAP1441, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053887	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0694	Human papillomavirus type 16 isolate PAP0694, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053888	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0555	Human papillomavirus type 16 isolate PAP0555, complete genome	7911	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053889	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1141	Human papillomavirus type 16 isolate PAP1141, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053890	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1261	Human papillomavirus type 16 isolate PAP1261, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053891	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0370	Human papillomavirus type 16 isolate PAP0370, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053892	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1494	Human papillomavirus type 16 isolate PAP1494, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053893	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1618	Human papillomavirus type 16 isolate PAP1618, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053894	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1009	Human papillomavirus type 16 isolate PAP1009, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053895	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1763	Human papillomavirus type 16 isolate PAP1763, complete genome	7893	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053896	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1885	Human papillomavirus type 16 isolate PAP1885, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053897	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0421	Human papillomavirus type 16 isolate PAP0421, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053898	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0471	Human papillomavirus type 16 isolate PAP0471, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053899	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0534	Human papillomavirus type 16 isolate PAP0534, complete genome	7902	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053900	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1273	Human papillomavirus type 16 isolate PAP1273, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053901	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1659	Human papillomavirus type 16 isolate PAP1659, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053902	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1533	Human papillomavirus type 16 isolate PAP1533, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053903	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1450	Human papillomavirus type 16 isolate PAP1450, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053904	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0201	Human papillomavirus type 16 isolate PAP0201, complete genome	7818	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053905	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1263	Human papillomavirus type 16 isolate PAP1263, complete genome	7920	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053906	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0343	Human papillomavirus type 16 isolate PAP0343, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053907	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0782	Human papillomavirus type 16 isolate PAP0782, complete genome	7908	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053908	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1735	Human papillomavirus type 16 isolate PAP1735, complete genome	7909	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053909	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC204112	Human papillomavirus type 16 isolate IARC204112, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053910	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC202412	Human papillomavirus type 16 isolate IARC202412, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053911	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC303912	Human papillomavirus type 16 isolate IARC303912, complete genome	7905	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053912	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC307712	Human papillomavirus type 16 isolate IARC307712, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053913	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC908612	Human papillomavirus type 16 isolate IARC908612, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053914	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC907912	Human papillomavirus type 16 isolate IARC907912, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053915	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC1100085	Human papillomavirus type 16 isolate IARC1100085, complete genome	7912	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053916	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0290	Human papillomavirus type 16 isolate PAP0290, complete genome	7904	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053917	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0114	Human papillomavirus type 16 isolate PAP0114, complete genome	7904	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053918	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Plasmid2716	Human papillomavirus type 16 isolate Plasmid2716, complete genome	7904	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053919	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0326	Human papillomavirus type 16 isolate PAP0326, complete genome	7904	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053920	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC040105	Human papillomavirus type 16 isolate IARC040105, complete genome	7904	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053921	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC207412	Human papillomavirus type 16 isolate IARC207412, complete genome	7754	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053922	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC313712	Human papillomavirus type 16 isolate IARC313712, complete genome	7900	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053923	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC313812	Human papillomavirus type 16 isolate IARC313812, complete genome	7900	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053924	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC313912	Human papillomavirus type 16 isolate IARC313912, complete genome	7900	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053925	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC304612	Human papillomavirus type 16 isolate IARC304612, complete genome	7904	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053926	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC916812	Human papillomavirus type 16 isolate IARC916812, complete genome	7884	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053927	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC805712	Human papillomavirus type 16 isolate IARC805712, complete genome	7886	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053928	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1783	Human papillomavirus type 16 isolate PAP1783, complete genome	7886	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053929	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CVT11	Human papillomavirus type 16 isolate CVT11, complete genome	7886	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053930	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		Plasmid3724	Human papillomavirus type 16 isolate Plasmid3724, complete genome	7886	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053931	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC903812	Human papillomavirus type 16 isolate IARC903812, complete genome	7909	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053932	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC311502	Human papillomavirus type 16 isolate IARC311502, complete genome	7909	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053933	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC900912	Human papillomavirus type 16 isolate IARC900912, complete genome	7908	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053934	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC301512	Human papillomavirus type 16 isolate IARC301512, complete genome	7909	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053935	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0745	Human papillomavirus type 16 isolate PAP0745, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053936	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IARC020237	Human papillomavirus type 16 isolate IARC020237, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053937	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1359	Human papillomavirus type 16 isolate PAP1359, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053938	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0286	Human papillomavirus type 16 isolate PAP0286, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053939	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1543	Human papillomavirus type 16 isolate PAP1543, complete genome	7908	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053940	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP0966	Human papillomavirus type 16 isolate PAP0966, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053941	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1274	Human papillomavirus type 16 isolate PAP1274, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053942	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1878	Human papillomavirus type 16 isolate PAP1878, complete genome	7907	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053943	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1988	Human papillomavirus type 16 isolate PAP1988, complete genome	7908	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU053944	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		PAP1621	Human papillomavirus type 16 isolate PAP1621, complete genome	7906	complete			Homo sapiens		Chen,Z., Burk,R.			2016-04-30	dsDNA
KU298880	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		32A.16	Human papillomavirus type 16 isolate 32A.16, complete genome	7906	complete	Brazil	Brazil	Homo sapiens	cervix	Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.	1		2016-04-14	dsDNA
KU298881	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		32B.16	Human papillomavirus type 16 isolate 32B.16, complete genome	7906	complete	Brazil	Brazil	Homo sapiens	cervix	Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.	1		2016-04-14	dsDNA
KU298882	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		36A.16	Human papillomavirus type 16 isolate 36A.16, complete genome	7863	complete	Brazil	Brazil	Homo sapiens	cervix	Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.	1		2016-04-14	dsDNA
KU298883	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		87B.16	Human papillomavirus type 16 isolate 87B.16, complete genome	7904	complete	Brazil	Brazil	Homo sapiens	cervix	Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.	1		2016-04-14	dsDNA
KU298885	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		118B.16	Human papillomavirus type 16 isolate 118B.16, complete genome	7906	complete	Brazil	Brazil	Homo sapiens	cervix	Siqueira,J.D., Alves,B.M., Prellwitz,I.M., Furtado,C., Meyrelles,A.R., Machado,E.S., Seuanez,H.N., Soares,M.A., Soares,E.A., Delwart,E.L.	1		2016-04-14	dsDNA
KP874717	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		534_consensus	Human papillomavirus type 16 isolate 534_consensus, complete genome	7847	complete	Brazil	Brazil	Homo sapiens		Oliveira,C., Bravo,I., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J., Longatto-Filho,A., Levi,J.E.			2016-03-31	dsDNA
KP874718	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		400_consensus	Human papillomavirus type 16 isolate 400_consensus, complete genome	7842	complete	Brazil	Brazil	Homo sapiens		Oliveira,C., Bravo,I., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J., Longatto-Filho,A., Levi,J.E.			2016-03-31	dsDNA
KP874719	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		573_consensus	Human papillomavirus type 16 isolate 573_consensus, complete genome	7845	complete	Brazil	Brazil	Homo sapiens		Oliveira,C., Bravo,I., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J., Longatto-Filho,A., Levi,J.E.			2016-03-31	dsDNA
KU684311	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-T488	Human papillomavirus type 16 isolate IND-T488, complete genome	7916	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2011	2016-03-30	dsDNA
KU684312	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-JNM434	Human papillomavirus type 16 isolate IND-JNM434, complete genome	7906	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2011	2016-03-30	dsDNA
KU684313	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-T395	Human papillomavirus type 16 isolate IND-T395, complete genome	7909	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2010	2016-03-30	dsDNA
KU684314	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-T121	Human papillomavirus type 16 isolate IND-T121, complete genome	7908	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2004	2016-03-30	dsDNA
KU684315	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-CMCP14	Human papillomavirus type 16 isolate IND-CMCP14, complete genome	7909	complete	India	India	Homo sapiens		Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2009-11-21	2016-03-30	dsDNA
KU684316	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-T315	Human papillomavirus type 16 isolate IND-T315, complete genome	7906	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2009	2016-03-30	dsDNA
KU684317	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-T338	Human papillomavirus type 16 isolate IND-T338, complete genome	7906	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2009	2016-03-30	dsDNA
KU641509	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		IND-T119	Human papillomavirus type 16 isolate IND-T119, complete genome	7908	complete	India	India	Homo sapiens	cervix	Mandal,P., Bhattacharjee,B., Sen,S., Bhattacharya,A., Roy Chowdhury,R., Mondal,N.R., Sengupta,S., Chakravarty,B., Chatterjee,T., Roy,S.	1	2004	2016-03-02	dsDNA
KP212150	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA15	Human papillomavirus type 16 isolate CNA15, complete genome	7854	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2010-02-10	2015-09-08	dsDNA
KP212151	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA20	Human papillomavirus type 16 isolate CNA20, complete genome	7901	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2010-03-03	2015-09-08	dsDNA
KP212152	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA33	Human papillomavirus type 16 isolate CNA33, complete genome	7901	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2010-05-12	2015-09-08	dsDNA
KP212153	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA34	Human papillomavirus type 16 isolate CNA34, complete genome	7894	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2010-05-18	2015-09-08	dsDNA
KP212154	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA55	Human papillomavirus type 16 isolate CNA55, complete genome	7891	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2010-11-24	2015-09-08	dsDNA
KP212155	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA131	Human papillomavirus type 16 isolate CNA131, complete genome	7872	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2011-07-04	2015-09-08	dsDNA
KP212156	GenBank	Human papillomavirus type 16	Alphapapillomavirus 9		CNA137	Human papillomavirus type 16 isolate CNA137, complete genome	7900	complete	Brazil	Brazil	Homo sapiens		Oliveira,C.M., Bravo,I.G., Souza,N.C., Genta,M.L., Fregnani,J.H., Tacla,M., Carvalho,J.P., Longatto-Filho,A., Levi,J.E., Oliveira,C., Bravo,I., Carvalho,J.	1	2011-08-11	2015-09-08	dsDNA
